,index,content,score,sentiment,preprocessed
1904,4905,Aplikasi trading cryptocurrencies yang sangat mudah. Sangat cepat. Sangat responsive. Sangat aman. Jarang ada maintenance. Cocok banget bagi pemula yang mau memulai investasi di cryptocurrencies.,5,positive,aplikasi trading cryptocurrencies mudah cepat responsive aman jarang maintenance cocok banget investasi cryptocurrencies
1905,4906,"Menurut gue exchange tokocrypto ini merupakan exchange terbaik di indonesia dan fee paling super urah yang pernah gua coba , dengan costumer service yang fast respon sangat membantu gua ketika sedang ada problem , dan deposit nya sangat mudah bagi yang pemula dengan menggunakan gopay dan banyak promo , tidak perlu menunggu lama langsung masuk , dan WD nya sangat cepat dan setau gue cuma exchange ini dengan biaya fee paling super murah dan sudah diawasi bapepti, jadi exchange ini sangat aman 👍",5,positive,gue exchange tokocrypto exchange indonesia fee super urah gue coba costumer service fast respon bantu gue problem deposit mudah gopay promo tunggu wd cepat gue exchange biaya fee super murah awas bapepti exchange aman
1906,4907,Semenjak ada tokocrypto tarik hasil trading lebih nyaman dengan fee nya yang sangat rendah dan aplikasi nya pun lancar lebih nyaman tidak berat pokonya the best apalagi kalau ada event reward nya mantap semua thanks tokocrypto,5,positive,semenjak tokocrypto tarik hasil trading nyaman fee rendah aplikasi lancar nyaman berat pokok the best event reward mantap terima kasih tokocrypto
1907,4908,"suka sama UInya yang beginner friendly bgt sih, aku ga terlalu kebingungan untuk memahami cara kerjanyaa. bnyak pilihan coin bikin aku jadi bisa explore tanpa takutt karna trading fee nya paling rendahh. bagusss maju trusss yaa",5,positive,suka uinya beginner friendly banget sih bingung paham kerjanyaa pilih coin bikin explore takutt trading fee rendahh bagus maju trusss
1908,4909,"aplikasi trading paling mantap sih ini. Design UI simple sangat memudahkan saya sebagai user newbie, keamanan datanya juga lebih baik dibandingkan apk trading lainnya, Trading feenya juga rendah terus banyak pilihan koinnya juga jadi bisa milih sesuai keinginan.",5,positive,aplikasi trading mantap sih design oi simple mudah aman data banding trading trading feenya rendah pilih koin pilih sesuai
1909,4910,Tokocrypto aplikasi yang punya koin lengkap terutama TKO yg sebelum launching sudah jd incaran. Aplikasinya juga sangat mudah dimengerti untuk kalangan pemula seperti saya dan tentunya sudah dalam pengawasan resmi Bappebti dan Kominfo.,5,positive,tokocrypto aplikasi koin lengkap utama tko launching incar aplikasi mudah erti kalang awas resmi bappebti kominfo
1910,4911,"Ini sumpah keren sih, marketplace kripto yang terbaik dan juga terlengkap. Fitur2nya banyak banget, bisa trading terus jual selain itu juga tentunya bisa beli berbagai macam aset kripto dengan aman dan nyaman. Terus kalo mau narik aset kripto ke rupiah termasuk cepat, cuma dalam waktu 1x24 jam.",5,positive,sumpah keren sih marketplace kripto lengkap fiturnya banget trading jual beli aset kripto aman nyaman tarik aset kripto rupiah cepat waktu jam
1911,4912,"loading aplikasi nya enggak lama, UI nya juga mudah dipahami untuk pemula. Biaya trading pun murah dan yang saya suka banyak eventnya, lumayanlah nambah isi dompet :) #TokocryptoBullMarathon",5,positive,loading aplikasi oi mudah paham biaya trading murah suka acara lumayan isi dompet tokocryptobullmarathon
1912,4913,"Tampilan aplikasi menarik, menu2nya mudah dipahami. Exchange crypto terbaik yang pernah saya pakai. Tentunya bisa menjadi exchange crypto terbesar di Asia Tenggara selanjutnya Asia, bak Binance terbaik di dunia. Semoga fitur-fitur yang terdapat pada binance seperti saving, staking dll dapat segara dihadirkan pada Tokocryoto, tentu akan sangat menarik saya sangat menantikan. Tokocryoto terbaik 👍",5,positive,tampil aplikasi tarik menu mudah paham exchange crypto pakai exchange crypto asia tenggara asia bak binance dunia moga fitur fitur binance saving staking segara hadir tokocryoto tarik tokocryoto
1913,4914,"Sebagai exchange cryptocurrency yang di dukung oleh binance, aplikasi ini cukup nyaman dan mudah digunakan. Mulai dari user interfacenya yang mudah dipahami, fitur yang lengkap, server yang stabil, keamanan data dan responsifitasnya yang tinggi sangat nyaman digunakan. Karena pada dasarnya pada exchange cryto responsifitas dan juga server yang kuat sangat mendukung para pengguna untuk melakukan trading. Kesimpulannya aplikasi ini sangat bagus, semoga kedepan ada banyak fitur baru yang inovatif.",5,positive,exchange cryptocurrency dukung binance aplikasi nyaman mudah interfacenya mudah paham fitur lengkap server stabil aman data responsifitasnya tinggi nyaman dasar exchange cryto responsifitas server kuat dukung trading simpul aplikasi bagus moga fitur inovatif
1914,4915,"Untuk temen2 yg pemula dan baru belajar crypto kyk saya, tokocrypto bener2 jadi tempat belajar yang pas buat kita, krn tampilan serta fitur2 nya yang sederhana Tapi tetep bersifat edukatif,sehingga mudah untuk kita trader pemula buat memahami nya, untuk coin serta tokennya juga ga kalah sama exchange lain, hampir tiap minggu Pasti ada koin atau token baru yg listing di tokocrypto, buat nyesuaiin permintaan pasar dan perkembangan exchange tokocrypto itu sendiri, Good Luck buat kita trader pemula",5,positive,teman ajar crypto kayak tokocrypto ajar pas tampil fitur sederhana sifat edukatif mudah trader paham coin tokennya kalah exchange minggu koin token listing tokocrypto nyesuaiin pasar kembang exchange tokocrypto good luck trader
1915,4916,"Tokocrypto aplikasi sangat rekomended banget untuk orang² pemula yang ingin trading, User interfacenya sangat mudah untuk dimengerti,transaksi penarikan/setor dana aman, Platform the best lah pokoknya. Gaada obat Fix no debatttt.. Salam to the moon :)",5,positive,tokocrypto aplikasi rekomended banget trading interfacenya mudah erti transaksi tari setor dana aman platform the best pokok obat fix no debatttt to the
1916,4917,Aplikasi Tokocrypto sangat mudah digunakan dan intuitif. Saya suka cara mereka memberikan informasi yang jelas tentang aset kripto yang tersedia untuk diperdagangkan. Sangat direkomendasikan untuk siapa saja yang ingin mulai memperdagangkan kripto! meroket terus TKO to the moon,5,positive,aplikasi tokocrypto mudah intuitif suka informasi aset kripto sedia dagang rekomendasi dagang kripto roket tko to the
1917,4918,"Aplikasi yang sangat luar biasa, bagus, dan mudah dipahami. Awalnya saya sangat awam dengan yang namanya trading, tapi di aplikasi tokocyrpto ini saya mulai memahami apa itu trading krn di aplikasi tokocyrpto ini sangat mudah dipahami. Pas banget buat pemula seperti saya.",5,positive,aplikasi bagus mudah paham awam nama trading aplikasi tokocyrpto paham trading aplikasi tokocyrpto mudah paham pas banget
1918,4919,"Menurut saya aplikasi ini memang diperuntukkan agar tidak menyulitkan para user baru yang menggunakannya. Dengan tampilan yang simple namun elegan, tokocrypto mampu memberikan kesan profesional namun tetap memudahkan para user untuk melakukan berbagai macam fitur yang disediakan. Disamping hal teknikal seperti itu, tokocrypto juga memiliki supportive community yang luas sebagai wadah untuk berbagi ilmu, informasi, atau sekedar sharing pengalaman kepada para user yang baru memasuki dunia crypto.",5,positive,aplikasi sulit tampil simple elegan tokocrypto kesan profesional mudah fitur sedia samping teknikal tokocrypto milik supportive community luas wadah ilmu informasi sharing alam pasuk dunia crypto
1919,4920,"User Interface Yang sangat nyaman dan grafik pergerakan naik turun yang sangat akurat & cepat & memudahkan para trader baru untuk trading, selain itu biaya fee yang sangat murah, selain itu ditemani ribuan-jutaan komunitas anggota Tokocrypto. The Best Pokonya.",5,positive,interface nyaman grafik gera turun akurat cepat mudah trader trading biaya fee murah tani ribu juta komunitas anggota tokocrypto the best pokok
1920,4921,Aplikasi yang sangat Cetarrr Tahun ini..trading coin menjadi mudah dan nyaman dengan sistem yang stabil dan compatibel..tampilan UI/UX mudah dimengerti..thanks,5,positive,aplikasi cetarrr tahun trading coin mudah nyaman sistem stabil compatibel tampil oi ux mudah erti terima kasih
1921,4922,"Exchange terbaik bagai Indonesia untuk melakukan transaksi crypto, alur yang sangat mudah dipahami dan didukung pula oleh binance smart chain, sepertinya aplikasi ini bisa menguasai Asia Tenggara bahkan asia!",5,positive,exchange indonesia transaksi crypto alur mudah paham dukung binance pintar chain aplikasi kuasa asia tenggara asia
1922,4923,"Aplikasi yang sangat komplit dengan berbagai macam fitur, aplikasi yang sangat membantu dan sangat bagus sekali, tidak kesulitan saat pertama kali di pakai, apalagi untuk deposit dan penarikannya sangat cepat, cocok sekali untuk para pemula karena mudah di pahami.",5,positive,aplikasi komplit fitur aplikasi bantu bagus sulit pakai deposit tari cepat cocok mudah paham
1923,4924,"Saya sudah sangat lama sekali tertarik pada dunia criyptocurrency,saat awal pertama kali belajar saya mencoba bergonta ganti platform excange dan akhirnya saya benar benar mendapatkan apa yang saya butuhkan dan harapkan. Sederhana,sentimentil dan globalis adalah gambaran sempurna untuk exchange yang satu ini. Hidup terlalu singkat untuk melakukan semua kesalahan. Tokocrypto adalah ujung perjalanan dalam pencarian sekaligus wadah yang tepat untuk sebuah impian",5,positive,tarik dunia criyptocurrency ajar coba bergonta ganti platform excange butuh harap sederhana sentimentil global gambar sempurna exchange hidup singkat salah tokocrypto ujung jalan cari wadah buah impi
1924,4925,"Tokocrypto sangat mudah digunakan dan fiturnya lengkap, untuk pemula juga sangat mudah dipahami karena fiturnya lengkap namun simpel pokoknya rekomendasi deh buat yang mau main asat kripto",5,positive,tokocrypto mudah fiturnya lengkap mudah paham fiturnya lengkap simpel pokok rekomendasi deh main asat kripto
1925,4926,"Aplikasi trading crypto dengan tampilan dan tools yang bagus, server lancar karena menggunakan cloud binance, mudah dan nyaman digunakan untuk jual/beli dengan banyak jenis koin crypto yang bisa diperdagangkan.....AYO PAKAI APLIKASI TOKOCRYPTO !!!!",5,positive,aplikasi trading crypto tampil tools bagus server lancar cloud binance mudah nyaman jual beli jenis koin crypto dagang ayo pakai aplikasi tokocrypto
1926,4927,"Aplikasunya mudah di gunakan dengan fitur- fitur yang simpel . Mudah di gunakan , transaksi cepat dan aman . Pelayanan yang ramah dan fast respon . Cocok untuk di gunakan bagi pemula maupun yg sudah mahir sekalipun. Pokoknya tidak akan kecewa mengunakan toko crypto. Toko crypto terbaik .. is the best",5,positive,aplikasunya mudah fitur fitur simpel mudah transaksi cepat aman layan ramah fast respon cocok mahir pokok kecewa toko crypto toko crypto is the best
1927,4928,"Setelah pakai apk ini, jujur security datanya keren banget. Apalagi fee trading yang sangat terjangkau dan apknya nyaman untuk dipakai karena mudah untuk di operasikan. Kalau mau trading, cocok banget karena koinnya banyak banget dan banyak pilihan.",5,positive,pakai jujur security data keren banget fee trading jangkau apknya nyaman pakai mudah operasi trading cocok banget koin banget pilih
1928,4929,"Toko crypto memang platform terbaik di indonesia, selalu punya event baru yang buat tokonauts gk bisa berpaling, di support binace dan menghadirkan token2 terbaru dan fitur2 sangat simple dan mudah dipahami.. senang bgt bisa trading disini... buat untung banyak.",5,positive,toko crypto platform indonesia event tokonauts support binace hadir token fitur simple mudah paham senang banget trading untung
1929,4930,"Fitur jual belinya cocok banget buat aku yang masih pemula, marketplacenya lengkap banget, investasi juga jadi mudah dan tentunya ga khawatir karena udah terverifikasi BAPPEBTI, aplikasi ini ngebantu banget deh pokoknya",5,positive,fitur jual beli cocok banget marketplacenya lengkap banget investasi mudah khawatir verifikasi bappebti aplikasi bantu banget deh pokok
1930,4931,"Terimakasi tokocrypto aplikasi cocok buat pemula yang mau investasi maupun traiding coin crypto, tanpilannya yang sangat simpel, muda dipahami dan banyak juga pilihan coin dan tokenya, salam cuan semoga sukses selalu.",5,positive,terima kasih tokocrypto aplikasi cocok investasi traiding coin crypto tanpilannya simpel muda paham pilih coin toke cuan moga sukses
1931,4932,"Udah lama gak main lagi crypto, eh pas ketemu aplikasi ini dan juga tau kalo masih satu group dgn binance, lgs nyoba utk berdagang dan hasilnya memang sangat memuaskan, apalagi feenya kecil dan juga mudah baik deposit atau witdhrawal. Rekomended untuk yang ingin bertransaksi crypto ya di tokocrypto tempatnya.",5,positive,main crypto eh pas ketemu aplikasi tau grup binance coba dagang hasil muas feenya mudah deposit witdhrawal rekomended transaksi crypto tokocrypto
1932,4933,Tokocrypto sangat mudah untuk pemula dan mudah dipahami . Ada banyak pilihan. Dan utamanya bisa transfer ke binance secara gratis. Dan untuk pembelian asetnya dikenakan biayanya murah . Ayo download dan kapan lagi anda akan belajar tentang crypto. Untuk keamanan nya terjamin karena mengunakan code melalui via SMS dan mail anda . Saya juga sudah lama mengunakan aplikasi tokocrypto.,5,positive,tokocrypto mudah mudah paham pilih utama transfer binance gratis beli aset biaya murah ayo unduh ajar crypto aman jamin code via sms mail aplikasi tokocrypto
1933,4934,"Pertama kali saya menggunakan aplikasi ini langsung puas dengan tampilan yang elegan, mudah dipahami dan stabil. dari segi keamanan juga sudah terjamin, ada darkmodenya, depositnya juga mudah dan banyak lagi keunggulan lainnya. semoga kedepannya ada gain n losenya pasti tambaj jos. maju terus tokocrypto 💪",5,positive,aplikasi puas tampil elegan mudah paham stabil segi aman jamin darkmodenya deposit mudah unggul moga gain lose tambaj hebat maju tokocrypto
1934,4935,aplikasi trading yg sangat bagus. UI yg simple membuat saya mudah menggunakan nya. apalagi di tambah dengan sistem keamanan yg sangat bagus. membuat saya merasa aman untuk menyimpan semua aset saya. belum lagi selalu ada promo atau event yg sangat berguna bagi user baru seperti saya. terima kasih tokocrypto. yg belum download. buruan download. simpan aset anda dengan aman di tokocrypto,5,positive,aplikasi trading bagus oi simple mudah sistem aman bagus aman simpan aset promo event terima kasih tokocrypto unduh buru unduh simpan aset aman tokocrypto
1935,4936,"Aplikasi Exchange crypto terbaik di Indonesia, didukung oleh binance yang merupakan exchange terbaik dunia, jarang maintenance, admin fast respon fitur cukup lengkap dan koin juga lumayan bervariasi, fee maker juga tidak terlalu tinggi, komunitas tokocrypto juga solid semua, Mantap dah pokoknya 💯 👍",5,positive,aplikasi exchange crypto indonesia dukung binance exchange dunia jarang maintenance admin fast respon fitur lengkap koin lumayan variasi fee maker tinggi komunitas tokocrypto solid mantap pokok
1936,4937,"Aku baru banget pake tokocrypto, sebelumnya q pake platform lain tp krn sering maintenance q cari platform lain yg lebih baik, kebetulan ada yg nyaranin pake tokocrypto, setelah gabung ternyata emang bagus sih, tampilannya user friendly, pendaftaran nya jg gampang bgt, deposit jg gampang gak ribet, dan yg terpenting lancar gk maintenance trs, yg blm pake cobain deh, dijamin gk nyesel 👍👍",5,positive,banget pakai tokocrypto pakai platform maintenance cari platform saran pakai tokocrypto gabung bagus sih tampil friendly daftar gampang banget deposit gampang ribet lancar maintenance pakai coba deh jamin sesal
1937,4938,Seneng bgt akhirnya bisa nemu app trading crypto yg gampang diakses karena UInya simple bgtt! Fee tradingnya juga rendah dan pilihan koinnya juga banyakkkk bgtttt. Keamanannya juga lebih oke. Thanks tokocrypto!!!,5,positive,senang banget temu app trading crypto gampang akses uinya simple banget fee tradingnya rendah pilih koin banyakkkk banget aman oke terima kasih tokocrypto
1938,4939,"Aplikasi Exchange crypto yg sangat bagus,ringan dan mudah digunakan baik untuk yg profesional atau yg baru mulai berinvestasi di crypto. Tampilannya sanggat bagus, biaya transaksinya juga Murah banget di bandingkan yg lain dan pastinya AMAN karna telah terdaftar di OJK.",5,positive,aplikasi exchange crypto bagus ringan mudah profesional investasi crypto tampil bagus biaya transaksi murah banget banding aman daftar ojk
1939,4940,"Aplikasi nya mudah di gunakan untuk para pemula di crypto termasuk saya, pertama kali saya beli crypto lewat aplikasi toko crypto itu sangat mudah karena sudah di sediakan tutorial nya selain itu di aplikasi banyak sekali event event yang menguntungkan.",5,positive,aplikasi mudah crypto beli crypto aplikasi toko crypto mudah sedia tutorial aplikasi event event untung
1940,4941,"Aplikasi sangat bagus, mudah digunakan dan sangat aman untuk transaksi berbagai aset. Biaya transaksi dan biaya penarikan lebih rendah dibandingkan aplikasi lainnya. Proses top up saldo mudah dan transaksi jual beli sangat transparan. Proud of you Tokocrypto😘💕",5,positive,aplikasi bagus mudah aman transaksi aset biaya transaksi biaya tari rendah banding aplikasi proses top up saldo mudah transaksi jual beli transparan proud of tokocrypto
1941,4942,"Exchange terbaik di Indonesia, Tampilannya simple Aplikasinya ringan, Fee nya murah 😁 Cs nya cepat tanggap masalah user, Penarikan cepat, Masih banyak lagi fitur unggulannya, Rekomendasi banget buat para trader",5,positive,exchange indonesia tampil simple aplikasi ringan fee murah rekan cepat tanggap tari cepat fitur unggul rekomendasi banget trader
1942,4943,"UI-nya makin ciamik, brasa sat set gitu pindah² antar menu, pokoknya makin responsif. Fiturnya juga makin lengkap, ada history PNL & real timenya juga. Terdabest deh pokoknya Tokocrypto! 😍",5,positive,oi indah asa sat set pindah menu pokok responsif fiturnya lengkap histori pnl real timenya terdabest deh pokok tokocrypto
1943,4944,"Sebelum pakai tokocrypto sempat belum yakin karna masih memakai aplikasi lain. Tapi berhubung penasaran akhirnya saya daftar, ternyata mudah banget dalam pemakaiannya 😁. Banyaj promo dan misi2 harian yang bisa nambah pundi2 cuan . Cocok untuk pemula seperti saya. Selain itu dari pihak tokocrypto ngajak saya untuk bergabung dalam komunitas, grub2 jadi mempermudah saya belajar hal baru dengan orang2 yang lebih berpengalaman . Terimakasih tokocrypto💗💗💗",5,positive,pakai tokocrypto pakai aplikasi hubung penasaran daftar mudah banget pakai banyaj promo misi pundi cuan cocok tokocrypto ajak gabung komunitas grub mudah ajar alam terima kasih tokocrypto
1944,4945,"Aplikasi yang sangat istimewa buat pemula kayak saya dari proses daftarnya yang gampang, menu nya mudah dipahami dengan fitur fitur yang sangat lengkap dan mudah untuk digunakan, transaksi nya sangat cepat dan biaya fee yang rendah, dan yang paling ku suka banyak event event bonus yang tiada henti dan yang pastinya keamanan nya sangat terjamin Terimakasih TokoCrypto sukses selalu😘",5,positive,aplikasi istimewa kayak proses daftar gampang menu mudah paham fitur fitur lengkap mudah transaksi cepat biaya fee rendah ku suka event event bonus tiada henti aman jamin terima kasih tokocrypto sukses
1945,4946,"Buat aplikasi tokocrypto sudah sangat mudah di digunakan cuma pas baru menginstal aplikasi tokocrypto saya dalam cara mencari dan mengisi identifikasi ontentifikasi 1 dan membeli di tokocrypto pertama kali juga agak bingung, Selebihnya sudah baik dan di permudah terimakasih mantap",5,positive,aplikasi tokocrypto mudah pas menginstal aplikasi tokocrypto cari isi identifikasi ontentifikasi beli tokocrypto bingung mudah terima kasih mantap
1946,4947,"Exchange yg sangat mudah digunakan, cocok buat yg baru mulai terjun ke dunia crypto. Proses KYC cepat dan tidak lama apabila mengikuti instruksi dengan baik dan benar. Biaya fee setiap transaksi jual dan beli tidak begitu mahal. Aplikasi juga tidak berat untuk digunakan di hp low spesifikasi. Semoga Tokocrypto terus mengalami peningkatan dan semakin baik kedepannya.. Salam to the moon!!",5,positive,exchange mudah cocok terjun dunia crypto proses kyc cepat instruksi biaya fee transaksi jual beli mahal aplikasi berat handphone low spesifikasi moga tokocrypto alami tingkat to the
1947,4948,"aku suka banget sama aplikasi crypto ini karena UI nya simple jadi mudah buat di pake, banyak pilihan koin juga, trading fee nya paling rendah dan poin plus nya security data nya lebih baik. sukak banget pokok nya",5,positive,suka banget aplikasi crypto oi simple mudah pakai pilih koin trading fee rendah poin plus security data suka banget pokok
1948,4949,"Aplikasi TOKOCRYPTO emang the best lah, Aplikasi sangat mudah untuk di pahami bagi para pemula, Banyak juga event² yg menarik bagi para pengguna TOKOCRYPTO, Tampilan dari aplikasi nya sendiri sangat menarik dan juga mudah untuk di pahami, Terdapat juga fitur² nya yg menarik di banding aplikasi yg lain, Pokok nya the best lah",5,positive,aplikasi tokocrypto the best aplikasi mudah paham event tarik tokocrypto tampil aplikasi tarik mudah paham fitur tarik banding aplikasi pokok the best
1949,4950,"Aplikasi yang mudah digunakan untuk pemula, untuk biaya fee transaksi sangat murah cuma 0.1%, koinnya yang diperdagangkan banyak pilihan, withdraw ke rekening sangat cepat dan murah, terdapat tugas harian yg bs dapat TKO gratis, saat terjadi kendala customer support siap membantu dalam 24 jam. Nice!!!! Pokoknya....",5,positive,aplikasi mudah biaya fee transaksi murah koin dagang pilih withdraw rekening cepat murah tugas tko gratis kendala customer support bantu jam nice pokok
1950,4951,"Exchange Indonesia terbagus yang pernah saya pakai, mulai dari tampilan didalam aplikasinya sampai fitur jual belinya yang mudah dipahami buat trader pemula.terlebih lagi,yang saya tahu tokocrypto bekerjasama dengan binance,ini dapat memudahkan saya ketika ingin memindahkan aset dari tokocrypto ke binance atau sebaliknya tanpa terpotong fee,oiya satu lagi,mungkin ini yang paling banyak ditunggu-tunggu bagi pengguna tokocrypto,yaitu apakah kedepannya tokocryoto menyediakan futures market?hehehe",5,positive,exchange indonesia bagus pakai tampil aplikasi fitur jual beli mudah paham trader tokocrypto binance mudah pindah aset tokocrypto binance potong fee oh iya tunggu tunggu tokocrypto tokocryoto sedia market hehe
1951,4952,"Menurut saya tokocrypto adalah platfrom crypto yang sangat mudah di akses bagi pemula atau yang ingin terjun di dunia crypto karna dengan tampilan yang sangat nyaman di mata, dan juga banyak sekali fitur yang sangat bermanfaat untuk keamanan dan kenyamanan pengguna, aplikasi ini juga memberikan banyak event kepada pengguna/usernya sendiri yang membuat pengguna lebih sering melakukan transaksi ataupun trading di aplikasi ini.",5,positive,tokocrypto platfrom crypto mudah akses terjun dunia crypto tampil nyaman fitur manfaat aman nyaman aplikasi event usernya transaksi trading aplikasi
1952,4953,"Aplikasi trading yg lebih baik dari apk sejenis nya, security data lebih baik, UI nya simple jadi mudah digunakan oleh user dan juga trading fee paling rendah dan yg paling suka dari apk ini banyak pilihan koin nya 🙂",5,positive,aplikasi trading jenis security data oi simple mudah trading fee rendah suka pilih koin
1953,4954,"apk nya bagus banget buat pemula seperti aku, mudah, simple, instan. sudah terdaftar di ojk pula. denger² katanya platform ini sudah digunakan lebih dari 2.000.000 pengguna. Termasuk dalam exchange aset digital terdepan se-Asia Tenggara. keren banget sihh. mantap lah pokoknya. cusss download tokocrypto.",5,positive,bagus banget mudah simple instan daftar ojk dengar platform exchange aset digital asia tenggara keren banget sih mantap pokok cusss unduh tokocrypto
1954,4955,"Aplikasi Tokocrypto ini kaya akan fitur yang sangat membantu pemula penggunanya, seperti penyediaan UI yang sangat simple ,keamanan data yang terjamin. makasih Tokocrypto semoga ttep konsisten selamanya maju terus",5,positive,aplikasi tokocrypto kayak fitur bantu sedia oi simple aman data jamin terima kasih tokocrypto moga konsisten maju
1955,4956,"Aplikasi yang sangat bagus untuk menambah pengalaman bermain crypto,mudah di pahami dan juga sangat detail,tidak pernah ada kendala sedikitpun,ayo download langsung teman,aplikasi yang sangat worth it,terima kasih.",5,positive,aplikasi bagus alam main crypto mudah paham detail kendala ayo unduh teman aplikasi worth it terima kasih
1956,4957,"Aplikasi paling mudah untuk pemula, saya senang memakai tokocrypto mudah untuk dipahami. Awal mulai belajar crypto dari tokocrypto sekarang saya sudah memahami apa itu crypto semua berkat dari tokocrypto, dan senang sekali banyak sekali event-eventnya..",5,positive,aplikasi mudah senang pakai tokocrypto mudah paham ajar crypto tokocrypto paham crypto berkat tokocrypto senang event acara
1957,4958,"Tokocrypto adalah crypto exchange indonesia terbaik menurut saya, kenapa.??karena fitur lengkap,bekerja sama dengan exchange no.1 di dunia(Binance),proses maintance juga cepat, fee pengiriman juga murah, dan masih banyak lagi. Tunggu apalagi !! Ayo download dan gunakan exchange ini dan rasakan sendiri kualitasnya",5,positive,tokocrypto crypto exchange indonesia fitur lengkap exchange no dunia binance proses maintance cepat fee kirim murah tunggu ayo unduh exchange kualitas
1958,4959,"Setelah sekian banyak mencoba apk lain tidak bohong ini aplikasi yang memang sangat paling bagus untuk saya yang baru pemula ini sangat bagus saya sangat suka dengan fitur didalamnya mudah dipahami , saran tambahkan fitur di sebelah dompet dihari itu ada berapa persen untung/rugi. semangat untuk mengembangkan aplikasinya dan saya tidak sabar dengan launching TKO .salam cuan",5,positive,sekian coba bohong aplikasi bagus bagus suka fitur mudah paham saran fitur belah dompet persen untung rugi semangat kembang aplikasi sabar launching tko cuan
1959,4960,"Di aplikasi ini sy sendiri merasakan kemudahan dlm penggunaannya. Recommended banget buat mengenal crypto. Tampilan dan jg trading view dilihat simple dan realtime, untuk deposit dan penarikan jg sangat mudah dan cepat. Untuk fee nya jg sangat kecil baik untuk transaksi perdagangan dan penarikan. Di Tokocrypto ini jg banyak fitur yg menarik, kita bisa baca baca tentang info/berita, cara cara tentang aplikasi yg update dan jg ada task harian yg dimana bisa mendapat hadiah dari Tokocrypto.",5,positive,aplikasi mudah recommended banget kenal crypto tampil trading view simple realtime deposit tari mudah cepat fee transaksi dagang tari tokocrypto fitur tarik baca baca info berita aplikasi task hadiah tokocrypto
1960,4961,"Aplikasi ini bagus banget buat pemula kaya aku. Karena menggunakan sistem UI yang simpel, jadi mudah digunakan. Udah gitu security data lebih baik, ga takut data bocor dehh..",5,positive,aplikasi bagus banget kayak sistem oi simpel mudah security data takut data bocor deh
1961,4962,Saya sudah memakai berbagai aplikasi untuk investasi dan trading dan hanya di tokocrypto fiturnya paling lengkap untuk trading dan mudah di pahami. Koinnya juga banyak dan paling penting tokocrypto tertaut dengan binance. Good dan sukses terus untuk tokocrypto ditunggu fitur2 yang lebih lagi seperti fitur staking.,5,positive,pakai aplikasi investasi trading tokocrypto fiturnya lengkap trading mudah paham koin tokocrypto taut binance good sukses tokocrypto tunggu fitur fitur staking
1962,4963,"Kyc mudah, deposit cepat, wd cepat dan fee nya murah. Aplikasi mudah di pahami, grafik dan fitur lengkap, coin dan token untuk investasi berkualitas dan beragam. Aplikasi ringan, customer service fast respond. Dan yang paling penting terdaftar di Bapepti. Salam to the moon.",5,positive,kyc mudah deposit cepat wd cepat fee murah aplikasi mudah paham grafik fitur lengkap coin token investasi kualitas agam aplikasi ringan customer service fast respond daftar bapepti to the
1963,4964,"toko crypto wallet excanger yang mudah di gunakan, serta terpecaya. tingakat ke amanan yang sanggat baik sehingga aman untuk melakukan perdagangan dan menyimpan asset. selain itu penarikan juga terbilang sanggat cepat prosesnya, bisa mengunakan ewallet untuk melakukan deposit dan penarikan. ditambah biaya perdangan dan penarikan sanggat murah, jadi toko crypto sanggat rekomended banget untuk di gunakan oleh semua orang. layanan pelangganpun responya cepat. sukses selalu toko crypto.",5,positive,toko crypto wallet excanger mudah terpecaya tingakat aman aman dagang simpan aset tari bilang cepat proses ewallet deposit tari biaya dang tari murah toko crypto rekomended banget layan langgan responya cepat sukses toko crypto
1964,4965,"hallo , aplikasi yang sangat mudah digunakan untuk para Pemula yang baru mulai investasi di aplikasi Tokocrypto , Menu sangat mudah di pahami dan juga lengkap, transaksi mudah dan cepat,biaya fee sangat rendah dan juga banyak event-nya yang di adakan di Tokocrypto , ada hadiah pengguna baru nya juga dan banyak promo yang lain , terimakasih banyak Tokocrypto yang telah mempermudah kami para pemula untuk berinvestasi:)",5,positive,aplikasi mudah investasi aplikasi tokocrypto menu mudah paham lengkap transaksi mudah cepat biaya fee rendah event adakan tokocrypto hadiah promo terima kasih tokocrypto mudah investasi
1965,4966,Aplikasi terkece sejauh ini. Verifikasi akun baru kurang lebih 3 menit tak perlu menunggu berhari-hari. Top up saldopun cepat. kurang dari satu menit saldo sudah muncul di Bidr. Semoga layanannya memuaskan selalu Tokocrypto.Salam Sukses!,5,positive,aplikasi kece verifikasi akun menit tunggu top up saldo cepat menit saldo muncul bidr moga layan muas tokocrypto sukses
1966,4967,"Aku yg masih baru di dunia pertradingan ngrasa aplikasi ini wort it bgt karna security datanya udh lebih baik, trading fee nya paling minim, ui nya simpel pas bgt buat pemula, udh gitu koinnya banyak. Rekomen bgt deh",5,positive,dunia pertradingan ngrasa aplikasi wort it banget security data trading fee minim oi simpel pas banget koin rekomen banget deh
1967,4968,Tampilan UInya di Tokocrypto cukup simple dan mudah sekali dipahami. Tapi kok sekarang gabisa di SS ya? Kenapa? Heheh pdhal mau sedikit pamer aset ke teman,5,positive,tampil uinya tokocrypto simple mudah paham screenshoot hehe pamer aset teman
